"collections_title","collections_url","collections_tags_media","collections_tags_subject","collections_description"
"William A. Gladstone Afro-American Military Collection","https://www.loc.gov/collections/gladstone-african-american-military-collection/about-this-collection/","","War-General","The William A. Gladstone Afro-American Military Collection (ca. 500 items) spans the years 1773 to 1987\, with the bulk of the material dating from the Civil War period\, 1861-1865. The collection consists of correspondence\, pay vouchers\, orders\, muster rolls\, enlistment and discharge papers\, receipts\, contracts\, affidavits\, tax records\, miscellaneous military documents\, and printed matter. Most items document African Americans in military service\, especially the..."
"William Henry Harrison Papers","https://www.loc.gov/collections/william-henry-harrison-papers/about-this-collection/","","","The William Henry Harrison Papers\, one of twenty-three presidential collections in the Library of Congress Manuscript Division\, contains approximately 1\,000 items dating from 1734 to 1939\, with the bulk dated from 1812 to 1841. Harrison (1773-1841)\, an army officer\, representative\, and senator from Ohio\, served as the ninth president of the United States. His collection includes a letterbook\, 1812-1813\, correspondence\, and military papers stemming..."
"William P. Gottlieb Collection","https://www.loc.gov/collections/jazz-photography-of-william-p-gottlieb/about-this-collection/","","","In 1995 this collection was purchased with financial support from the Ira and Leonore S. Gershwin Fund. The collection consists of jazz photographs taken by writer-photographer William P. Gottlieb\, from 1938 to 1948\, the \"Golden Age of Jazz\" when swing reached its peak and modern jazz developed. While on assignment for the Washington Post\, Down Beat magazine\, and Record Changer\, Gottlieb photographed and interviewed..."
"William Speiden Journals","https://www.loc.gov/collections/william-speiden-journals/about-this-collection/","","","As purser’s clerk aboard the U.S. steam frigate Mississippi\, William Speiden\, Jr.\, (1835-1920) created a two-volume journal dating from 1852 to 1855 documenting the U.S. Naval Expedition to the China Seas and Japan under the command of Commodore Matthew C. Perry. The Bogue [detail]. Chinese pith painting\, artist unknown. Speiden Journal\, vol. 1\, c. 10 Aug. 1853. Speiden Papers\, Manuscript Division\, Library of Congress...."
"William T. Sherman Papers","https://www.loc.gov/collections/william-t-sherman-papers/about-this-collection/","","","The papers of General William Tecumseh Sherman (1820-1891) span the years 1810-1897\, with the bulk of the material originating between 1848 and 1891. They consist of approximately 18\,000 items\, most digitally scanned from 51 microfilm reels\, although some correspondence and other materials in the Addition series which had never been microfilmed were digitized from the originals. The collection consists of correspondence\, a volume of..."
"Winter Olympic Games 2002 Web Archive","https://www.loc.gov/collections/winter-olympic-games-2002-web-archive/about-this-collection/","","","Collection Period: February 8\, 2002 to February 27\, 2002. The 2002 Winter Olympics were held in Salt Lake City\, Utah from February 8 through February 24\, 2002. The Olympics are one of the most popular events on television worldwide. In addition to the hundreds of hours of broadcasts of sporting events and ceremonies\, the Olympics generate extensive press coverage\, particularly in countries that send..."
"Wm. Oland Bourne Papers","https://www.loc.gov/collections/wm-oland-bourne-papers/about-this-collection/","","","The papers of reformer\, poet\, editor\, and clergyman William Oland Bourne (1819-1901) span the years 1841-1885\, with the bulk of the material concentrated in the period 1856-1867. As editor of the periodical The Soldier's Friend\, Bourne sponsored a contest in 1865-1866 in which Union soldiers and sailors who lost their right arms by disability or amputation during the Civil War were invited to submit..."
"Women of Protest: Photographs from the Records of the National Woman's Party","https://www.loc.gov/collections/women-of-protest/about-this-collection/","Media-Photos","","This collection includes 448 digitized photographs selected from approximately 2\,650 print photographs in the Records of the National Woman's Party\, a collection of more than 438\,000 items\, housed in the Manuscript Division of the Library of Congress. The images span from 1875 to 1938 but largely were created in the years between 1913 and 1922. The images depict the tactics used by the militant..."
"Women's Suffrage in Sheet Music","https://www.loc.gov/collections/womens-suffrage-sheet-music/about-this-collection/","","","For as long as socially and politically aware citizens have gathered to voice dissent\, music has served a paramount role; the women's suffrage movement proves no exception. From local community suffrage meetings\, to large-scale city-wide marches\, to prison cells -- suffragists consistently unified\, rallied\, and asserted their unbreakable spirit in song. Women's Suffrage in Sheet Music includes over 200 pieces of sheet music spanning..."
"Woodrow Wilson Papers","https://www.loc.gov/collections/woodrow-wilson-papers/about-this-collection/","","","The papers of Woodrow Wilson (1856-1924)\, scholar\, president of Princeton University\, governor of New Jersey\, and president of the United States (1913-1921)\, consist of approximately 280\,000 documents\, comprising approximately 620\,000 images\, most of which were digitized from 540 reels of previously produced microfilm. Held in the Library of Congress Manuscript Division\, these papers constitute the largest collection of original Wilson documents in the world...."
"Woody Guthrie and the Archive of American Folk Song: Correspondence\, 1940-1950","https://www.loc.gov/collections/woody-guthrie-correspondence-from-1940-to-1950/about-this-collection/","","","Woody Guthrie and the Archive of American Folk Song: Correspondence\, 1940-1950 highlights letters between Woody Guthrie and staff of the Archive of American Folk Song (now the American Folklife Center archive) at the Library of Congress. The letters were written primarily in the early 1940s\, shortly after Guthrie had moved to New York City and met the Archive's assistant in charge\, Alan Lomax. In..."
"Working in Paterson: Occupational Heritage in an Urban Setting","https://www.loc.gov/collections/working-in-paterson/about-this-collection/","Media-Photos","","This collection presents 470 interview excerpts and 3882 photographs from the Working in Paterson Folklife Project of the American Folklife Center at the Library of Congress. The four-month study of occupational culture in Paterson\, New Jersey\, was conducted in 1994. The documentary materials presented in this online collection explore how Paterson's industrial heritage expresses itself in Paterson: in its work sites\, work processes\, and..."
